,content
294,The Modi Government has decided to provide additional doctors and paramedical staff from the CAPFs to Delhi. It has also decided to strengthen the medical infrastructure in Delhi.
295,The Home Minister has instructed the concerned officers to strictly enforce the containment strategies.
296,Home Minister Rajnath Singh has ordered a strong communication strategy to educate people on Covid-19 appropriate behavior and inform them about the negative impact of the disease on long term medical and health parameters. He has also ordered the authorities in Delhi to strictly enforce the necessary measures.
297,Home Minister Rajnath Singh is concerned about the incidence of Covid-19 in Delhi. The situation will be reviewed over the coming weeks.
298,"High Level Committee under the chairmanship of Union Home Minister approves Rs. 4,381.88 crore of additional Central assistance to six States."
299,"West Bengal, Odisha, Maharashtra, Karnataka, Madhya Pradesh, and Sikkim to get funds for cyclones “Amphan’, and ‘Nisarga’, floods and landslides that occurred during 2020"
300,"The High Level Committee (HLC) under the Chairmanship of the Union Home Minister, Shri Amit Shah, has approved additional Central assistance under the National Disaster Response Fund (NDRF) to six States, which were affected by cyclone/ floods/ landslides during this year."
301,"HLC has approved additional Central assistance of Rs 4,381.88 crore to six States from the National Disaster Response Fund (NDRF)."
302,"For cyclone ‘Amphan’, Rs 2,707.77 crore has been approved for West Bengal and Rs.128.23 crore for Odisha."
303,For cyclone ‘Nisarga’ Rs 268.59 crore has been approved for Maharashtra.
304,"For floods and landslides during the South-West monsoon, Rs.577.84 crore has been approved for Karnataka, Rs 611.61 crore for Madhya Pradesh, and Rs 87.84 crore for Sikkim."
305,"In the aftermath of cyclone ‘Amphan’, the Prime Minister visited the affected States of West Bengal and Odisha. He announced financial assistance of Rs. 1,000 Crores for immediate relief activities in these States. He also announced ex-gratia for the next of kin of the dead and for the injured."
306,"In all the six States, the Central Government had deputed Inter-Ministerial Central Teams (IMCTs) immediately after the calamities, without waiting for the receipt of Memorandum from the affected State Governments."
307,"In addition, during the financial year 2020-21, till date, the Central Government has released Rs 15,524.43 crore to 28 States from the SDRF."
308,"Union Home Minister Shri Amit Shah addressed the Border Area Development Festival – 2020 programme at Dhordo (Kutch), Gujarat"
309,"Aim of Vikas Utsav is to provide citizens who live in border villages the same facility as citizens living in our cities – Shri Amit Shah Prime Minister Shri Narendra Modi has decided to work for development of border areas through Seemant Vikas Utsav - Union Home Minister Shri Amit Shah said borders of the nation and boundaries of states are like a Mother’s protective cover, and protecting them is the primary duty of every citizen Today our security forces and Jawans have the capability of standing eyeball to eyeball with one of the biggest powers of the world - Union Home Minister While going through writings of Sardar Patel, it becomes clear that he had then said that road, water, electricity should be provided to border areas and migration from border areas should be stopped- Shri Amit Shah State governments and 135 crore people of India have stood together with the Central government led by Shri Narendra Modi in the fight against the Corona virus - Union Home Minister Shri Shah said while there is joy with upcoming Diwali celebrations, but it is very important to be cautious"
310,The aim of Seemant Vikas Utsav is to bring good governance and development to border areas and sensitize the population of these areas to the importance of national security.
311,"The launch of Seemant Vikas Utsav will be held in Gujarat. After the launch, Prime Minister Narendra Modi will be involved in development programs. Amit Shah will visit borders in the coming days."
312,"The Union Home Minister, Shri Amit Shah, has stressed the importance of border security."
313,"Shri Amit Shah said it is necessary to reduce migration from border areas for the protection of our borders, which would be important for bringing the same type of development to border villages as is being brought to villages inside our borders."
314,"Sardar Patel's writings reveal that he had suggested that road, water, electricity should be provided to border areas and migration from border areas should be stopped."
315,The Modi government has secured our borders within six years. Arrangements are being made to equip our forces with modern weapons and for training them. 
316,"Shri Amit Shah said that under the leadership of Shri Narendra Modi, all State Governments along with the Government of India and the nation's 135 crore people are standing firmly against the Corona virus."
317,Shri Amit Shah believes people in the country are intelligent and they are aware of the benefits of government schemes.
318,"Shri Amit Shah, the leader of the Bharatiya Janata Party (BJP) said that the speed of re-surfacing of the border road was 170 km/h from 2008 to 2014, which has been increased by the Modi government to 480 km/hr. "
319,"Shri Amit Shah, the Union Home Minister, met Sarpanches of three border districts. He also inaugurated an exhibition of the work done for the development of border areas by the Border Security Force and the Government of Gujarat."
320,"The program was attended by Union Minister for Agriculture and Farmers Welfare, Rural Development, Panchayati Raj, Food Processing Industries, Chief Minister of Gujarat Shri Vijay Rupani and several other senior officials."
321,"Modi Government Decides to give FRRO, Delhi Jurisdiction over Matters Relating to Services in Respect of Overseas Citizen of India (OCI) Card Holders Residing in Districts of Gautam Buddh Nagar and Ghaziabad"
322,"Jurisdiction of Three FRROS in Kerala Clearly Defined for Processing of Applications for Various Services in Respect of OCI Card HoldersIn Last few Years government Under Leadership of Prime Minister, Shri Narendra Modi has taken Number of Measures To Facilitate Stay in India of Foreign TravelersDecision Expected to Greatly Facilitate Foreign Nationals Residing in National Capital Region (NCR) and in Kerala and Lakshadweep "
323,"The Ministry of Home Affairs (MHA) on the directions of the Union Home Minister, Amit Shah, has brought two districts of Uttar Pradesh under the jurisdiction of FRRO, Delhi for matters relating to receiving and processing applications for Overseas Citizen of India (OCI) card holders."
