,content
273,"Phone call between Prime Minister Narendra Modi and Prime Minister of the Slovak Republic, Eduard Heger."
274,"Prime Minister Narendra Modi spoke on the phone with H.E. Eduard Heger, Prime Minister of the Slovak Republic."
275,The Prime Minister thanked H.E. Eduard Heger for the assistance provided by Slovak Republic in evacuation of Indian citizens from Ukraine and special evacuation flights from India.
276,The Prime Minister has informed Mr. Heger about the deployment of Shri Kiren Rijiju as his special envoy to oversee the evacuation of Indian citizens.
277,"The Prime Minister of India, Narendra Modi, has called for an end to hostilities and a return to dialogue in Ukraine."
278,Prime Minister chairs high level meeting to review Operation Ganga
279,The government is working round the clock to bring back Indians stranded in Ukraine.
280,The Prime Minister has announced the visit of four senior ministers as his Special Envoys to various nations to boost the evacuation efforts.
281,The Prime Minister noted that the first consignment of relief supplies to Ukraine to deal with the humanitarian situation on Ukraine’s borders would be despatched tomorrow.
282,"Guided by India’s motto of the world being one family, Prime Minister also stated that India will help people from neighbouring countries and developing countries who are stranded in Ukraine and may seek assistance."
283,"Phone call between Prime Minister Narendra Modi and H.E. Nicolae-Ionel Ciucă, Prime Minister of Romania."
284,"Prime Minister Narendra Modi spoke on the phone with H.E. Nicolae-Ionel Ciucă, Prime Minister of Romania."
285,"The Prime Minister of Romania, H.E. Nicolae-Ionel Ciucă, thanked India for evacuation of Indian citizens from Ukraine."
286,"The Prime Minister informed Ciucă about the deployment of Shri Jyotiraditya M. Scindia, Minister of Civil Aviation, to oversee the evacuation of Indian citizens over the next few days."
287,"The Prime Minister of India, Narendra Modi, has called for an end to hostilities and a return to dialogue in Ukraine."
288,English rendering of PM’s address at post-budget webinar on vision of 'GatiShakti'
289,This year's budget has set the pace for India's development of the 21st century.
290,"Traditionally, the country's experience with building infrastructure has been to build infrastructure as and when the need arises. Due to the lack of coordination between the Centre, states, local bodies and the private sector, this approach has resulted in a lot of problems. The government's new initiative aims to solve this problem by giving everyone complete information in advance so that they can plan their projects effectively."
291,"The PM GatiShakti is very imperative given the large scale infrastructure development on which the government is working. The direct capital expenditure of the Government of India was about 1.75 lakh crore rupees in 2013-14, which has increased to 7.50 lakh cr in 2022-23."
292,"As you are aware, infrastructure development has a multiplier effect on investment and improves ease of doing business. When the country is giving unprecedented momentum to infrastructure development, economic activity will increase and so will job creation."
293,The government has made a provision of one lakh crore rupees in this year's budget for the assistance of the states. 
294,The private sector should use the PM-Gati Shakti National Master Plan as much as possible for their planning.
295,The PM GatiShakti aims to reduce the logistics cost in India. 
296,The PM GatiShakti aims to promote public-private partnership in infrastructure creation. The creation of modern infrastructure will strengthen the foundation of India.
297,Today's webinar is not about making speeches by the government. It is about the implementation of the budget approved by the parliament. The new budget will come into effect from April 1st.
298,The world is changing. People are moving from living near rivers to living near highways and now there is no room for isolated infrastructure. The GatiShakti Master Plan will benefit the country.
299,The approximate translation of PM's speech is approximate.
300,PM Modi addresses post-budget webinar on vision of 'GatiShakti'
301,This year's budget has set the agenda for India's development in 21st century. Direct capital expenditure of the Government of India will increase to 7.5 Lakh C rupees per year till 2022-23. 
302,"The Prime Minister, Shri Narendra Modi, has addressed a webinar on the vision of GatiShakti and its convergence with Union Budget 2022."
303,This year's budget has set the pace for India's development in 21st century with emphasis on infrastructure-based development.
304,"The Prime Minister, Muhammad Gatishakti, wants to end the traditional ways of completing projects. He wants clear information among the various departments so that they can work together effectively."
305,The direct capital expenditure of the Government of India on infrastructure development will reach seven and a half billion rupees in 2022-23.
306,The Prime Minister Narendra Modi announced that the government has made a provision of one lakh crore rupees for the assistance of the states in this year's budget. He mentioned National Ropeway Development Programme to improve connectivity in the inaccessible hilly areas and Prime Minister's Development Initiative for North-East (PM-DevINE). He called upon the private sector to invest in the infrastructure of the country.
