,content
299,The first Bilateral Maritime Security Dialogue will be held in Vietnam in early 2019. India and Vietnam will also arrange regular visits by naval and coast guard ships to each other’s ports.
300,"In a separate engagement this morning, the President paid his respects at the monument of National Heroes and Martyrs as well as at the Mausoleum of Ho Chi Minh.Later, he visited the Presidential Palace, where he was received by PresidentNguyen Phu Trongand accorded a ceremonial welcome."
301,Indian President is in Vietnam. He had a memorable visit to Da Nang yesterday. Indian investors are keen to strengthen their presence in Vietnam and India looks forward to cooperation with Vietnam.
302,The President issued a media statement on his visit to Vietnam.
303,"This afternoon, President Kovind will meet Vietnam's Prime Minister and then Vietnam's President. Then he will travel to Sydney, Australia for the final leg of his two-nation visit."
304,Click here to access President's address at the National Assembly of Vietnam
305,Click here to access President's Media Statement on his visit to Vietnam
306,Address by the Hon’ble President of India Shri Ram Nath Kovind at Indian Community and friends of India reception
307,US President Barack Obama is on a state visit to Vietnam.
308,I am in Vietnam to strengthen India-Vietnam ties. I will meet President Phu Trong tomorrow.
309,"The Buddhist Sangha promotes friendship between India and Vietnam. Monks and merchants brought Indian culture, philosophy and religion to Vietnam."
310,"As a friend and partner, we take immense pride in Vietnam’s spectacular achievements. Vietnam is a star among the emerging markets and is highly integrated with the global economy."
311,Both India and Vietnam are on a similar transformational economic path.
312,"In his speech, Prime Minister Narendra Modi talked about economic reforms and women empowerment."
313,"During the visit of PM Narendra Modi to Vietnam in September 2016, India and Vietnam agreed to expand their Comprehensive Strategic Partnership."
314,The Indian community in Vietnam has many accomplishments to itself. IT professionals and technology entrepreneurs are helping build digital pathways in this country. Yoga is popular in Vietnam.
315,India is on a transformative journey. Indian citizens abroad and the overseas Indian community serve as equal partners in this journey.
316,The government has strengthened its Embassies to provide round the clock service to the Diaspora. It has reached out to those in dire need.
317,"Next year, Pravasi Bharatiya Diwas will be celebrated in Varanasi from 21st to 23rd January. I invite you to join us. Mahatma Gandhi's 150th birth anniversary is celebrated this year."
318,Rashtrapati Bhavan is the official residence of the President of India.
319,"I express my appreciation for the efforts of the Vietnam-India Friendship Association, the Vietnam Union of Friendship Association and the India Studies Department of Universities in promoting a greater understanding of India in Vietnam."
320,India and Vietnam share similar opportunities and challenges.
321,Address by the Hon’ble President of India Shri Ram Nath Kovind at the Vietnam-India business forum 
322,I am on a state visit to Vietnam. I will address the Vietnam-India Business Forum.
323,"Vietnam and India had fruitful day of discussions on how to take forward their trade, technology and investment relations."
324,Vietnam and India's bilateral trade has grown fourfold in the last 8 years.
325,Vietnam and India have similar economic vision and approach. Vietnam has seen spectacular economic growth in the last two decades. The per capita GDP of Vietnam has increased from less than US$ 100 in 1990 to over US$ 2500 today.
326,"Vietnam is focusing on reforming its economy and increasing its growth rate. India is also focusing on economic reforms and realizing the full potential of its young citizens. India's GDP is expected to double to US$ 5 trillion by 2025. India has started work to build next-generation infrastructure, including 100 Smart cities, 7 high-speed train corridors and nationwide broadband connectivity."
